Vmag,Plx,e_Plx,B-V,SpType
7.8,11.54,1.33,0.777,G8V
7.62,8.85,1.05,0.7,F8
7.81,6.14,0.99,0.163,A2
7.01,3.53,0.61,1.551,M2III
8.67,7.43,0.93,0.541,F8V
8.98,39.1,1.24,0.98,K2
6.9,58.53,1.04,0.84,K0V
6.47,8.83,0.82,1.154,K0
10.13,8.66,1.65,0.609,G0
7.87,7.27,1.04,0.407,F2
9.29,10.67,1.33,0.617,G0
9.54,13.8,1.45,0.743,G5
9.38,4.76,0.9,0.511,F6V
7.89,5.91,0.95,0.073,A0V
8.5,12.0,1.1,0.611,G2V
6.51,5.06,0.67,1.372,K3III
7.82,8.78,0.98,0.443,F0
7.0,5.9,0.83,0.002,B9V
9.43,9.76,0.85,0.534,G1V
7.65,4.86,0.81,1.165,K1II
6.14,5.48,0.5,0.482,A4V
7.85,6.31,1.01,0.472,F3V
6.93,19.01,0.66,0.451,F5
10.38,50.54,4.66,1.51,M0
7.2,4.84,0.66,1.011,K0III
7.14,6.46,1.04,1.111,K0III
6.03,7.06,0.86,1.227,K0III
9.15,8.96,1.29,0.717,G5
8.42,5.76,1.07,0.273,A2
7.83,7.53,0.74,0.51,F6V
5.5,14.18,0.98,1.19,K4III
1.79,5.51,0.66,0.481,F5I
7.35,14.64,0.75,0.892,K1IV
7.44,5.4,0.63,0.975,G8III
7.51,19.14,0.9,0.618,G1
6.07,10.76,0.81,-0.028,A1V
10.28,24.7,2.19,1.28,K7V
5.78,6.19,0.92,-0.001,A0V
7.88,6.43,1.03,0.09,A1V
8.28,10.75,1.07,0.4,F0
9.21,6.81,0.77,0.492,F7V
6.91,7.74,0.88,0.11,A0
7.05,8.39,0.86,0.314,A2V
6.5,7.49,0.61,0.003,A0V
6.8,10.62,0.55,0.2,A2
8.57,5.71,0.87,0.452,F3V
9.28,8.37,1.3,0.468,F8
8.94,4.23,0.82,1.164,K2III
8.18,7.25,1.2,0.22,A2
3.61,15.42,1.28,0.887,G8III
7.12,9.6,0.92,0.132,A0
10.76,12.65,2.22,0.571,G0
8.48,10.93,0.71,0.519,F6IV
8.16,5.7,0.69,0.248,A6V
9.31,6.55,1.3,0.583,G1V
7.86,66.15,0.95,1.153,K5V
7.86,7.04,0.89,0.49,F6V
7.29,8.77,0.94,0.152,A0
9.44,8.82,1.56,0.554,F8
8.46,4.61,0.71,1.096,K2III
6.52,4.81,0.82,0.047,A0V
7.22,7.34,0.9,1.03,G5
7.42,9.42,0.93,0.277,A0
8.44,14.24,1.21,0.503,F8
7.85,12.72,1.03,0.523,F7V
7.16,9.6,0.7,0.143,A4V
9.43,13.56,1.22,0.78,K0
8.44,7.89,1.11,0.562,F8
7.98,15.3,0.89,0.667,G3V
6.85,7.32,0.87,1.068,K1III
7.24,4.72,0.84,-0.049,A0
6.99,5.39,0.86,0.94,G5
7.62,4.4,0.74,0.069,B8
9.5,10.12,1.59,0.537,F5
9.43,12.47,1.9,0.7,G0
9.54,21.37,1.43,0.94,K2V
7.85,11.5,0.97,0.52,F5
5.96,25.45,0.5,0.415,F3V
7.4,7.73,0.89,0.952,K0III
11.26,40.18,1.9,1.439,A5
9.46,9.08,1.4,0.589,G0
7.65,6.68,1.02,0.082,A0
6.51,12.84,0.8,0.298,A9III
8.47,11.65,1.26,0.556,F5
7.06,4.13,0.69,1.325,K3III
7.91,12.6,1.0,0.415,F2
7.46,6.74,0.87,0.144,A0
6.39,10.01,0.66,0.082,A1IV
6.09,5.41,0.79,-0.073,B7V
8.41,15.81,1.11,0.732,G6IV
9.44,8.2,1.53,0.55,F5
10.17,16.76,1.79,0.85,K1
8.56,5.89,1.17,0.513,F5
8.46,13.68,1.55,0.584,G0
7.5,6.01,0.92,0.04,B9
7.88,31.88,0.98,0.716,G8V
8.96,7.74,1.07,0.576,G0V
6.33,7.39,0.55,0.054,A1V
8.68,12.19,1.68,0.619,F8
8.94,8.24,0.82,0.743,G5III
9.1,6.93,1.24,0.635,G0
8.29,4.62,0.74,1.148,K1III
8.47,13.29,1.48,0.679,F9V
7.81,4.08,0.78,1.024,K0III
8.12,8.03,1.11,0.447,F2
5.93,7.52,0.75,0.934,K0III
7.59,6.78,0.83,0.063,A1V
8.17,5.38,1.01,0.22,A0
9.17,12.63,1.0,0.626,G2
9.71,20.91,1.43,0.865,G8
7.45,5.12,0.96,0.988,G5
7.27,5.48,0.81,0.924,G5
6.47,19.91,1.25,0.882,G5IV
8.4,8.0,1.1,0.891,G5
9.17,8.22,1.22,0.52,G0
7.13,6.58,0.65,0.232,F0
9.23,7.05,0.99,0.751,K5
8.52,3.94,0.77,0.247,A5
8.35,7.52,1.04,0.491,F5
8.22,13.33,0.65,0.612,F6
7.18,4.64,0.71,1.238,K0
7.3,6.82,0.85,1.242,K0
7.66,5.84,1.0,1.226,K0
8.08,61.07,1.42,1.13,K5V
6.54,7.78,1.06,0.188,A3V
6.85,5.55,0.81,-0.027,B8
8.12,12.23,1.7,0.448,F3V
8.83,6.7,1.2,0.373,A5
3.73,14.68,1.01,-0.082,B9V
7.68,10.43,0.74,0.889,G8IV
7.95,30.95,0.71,0.761,G8V
7.4,8.62,0.83,0.12,A0
8.85,11.14,0.9,0.572,G1V
8.77,11.23,1.29,0.424,F3V
7.89,9.13,0.64,0.461,F5V
6.29,9.58,0.94,-0.025,A0V
9.65,25.24,1.24,0.97,K5V
9.26,11.68,0.96,0.662,G3V
9.17,7.24,0.8,0.488,F5V
7.69,9.36,0.98,0.539,F8
8.18,14.04,1.33,0.623,G0
10.15,9.61,1.6,0.537,G0V
5.71,7.02,0.95,1.284,K2III
8.32,15.45,0.71,0.679,G3V
7.6,8.07,0.95,0.412,F0
6.93,5.83,0.8,-0.007,B9V
7.72,4.97,0.78,0.927,G8III
7.22,7.75,0.9,0.05,A0V
9.14,10.56,1.43,0.592,G0V
6.73,15.15,0.61,0.501,G0IV
8.05,8.9,0.68,0.894,K0IV
8.39,79.26,2.25,1.337,K5V
8.46,14.32,1.36,0.568,G0
7.27,6.07,0.9,0.038,B8
7.41,4.3,0.59,1.046,K0III
7.89,5.89,0.75,1.004,K0III
5.74,9.58,0.87,1.102,K2III
11.41,24.37,2.75,1.411,M1
8.11,7.31,0.95,0.497,G0
4.99,5.72,0.65,-0.091,B5V
7.76,11.69,0.75,0.533,F5
8.07,7.38,1.14,0.49,F5
8.69,10.17,1.18,0.533,F8
6.49,9.01,0.84,0.126,A1V
8.0,13.46,1.11,0.611,G0
9.29,14.91,1.03,0.907,G8IV
9.08,6.34,1.11,0.406,A2
8.16,4.21,0.65,0.191,A4IV
6.69,3.38,0.56,1.58,K5III
8.03,10.15,0.91,0.374,F2V
5.72,9.51,0.88,0.048,A2V
8.23,21.98,1.19,0.619,G2V
7.53,7.84,1.13,1.212,K3III
9.03,8.85,1.41,0.63,G3V
6.03,14.44,0.93,0.951,K0IV
9.26,10.65,0.94,0.511,G0
7.04,9.35,0.94,1.076,K0
8.73,6.88,1.14,0.589,G0V
7.77,5.95,0.6,1.168,K1III
6.74,8.69,1.1,0.965,G5
8.33,4.34,0.74,1.176,K1II
8.56,6.6,1.2,0.31,F0V
7.68,6.59,0.97,0.185,A0
7.14,8.1,0.97,1.16,G5
8.3,14.72,1.06,0.55,G5
5.58,5.89,0.73,-0.054,B6V
11.1,39.19,2.52,1.314,K4
7.47,5.86,0.87,0.117,A1V
7.35,14.52,0.72,0.505,F5
7.16,4.7,0.73,1.274,G8
8.39,8.2,1.31,0.33,F0
8.64,11.42,1.14,0.501,F5V
6.41,7.16,0.88,0.79,G5
11.81,21.2,3.64,1.395,M0V
8.53,9.26,0.81,0.524,F2
8.8,6.69,1.18,0.408,F3V
7.51,12.45,0.97,0.428,F5
8.33,8.91,1.16,0.465,F0
9.95,46.16,1.88,1.403,M0V
4.67,5.84,0.85,-0.096,B3V
4.71,46.65,0.48,0.41,F5IV
9.24,7.59,1.36,0.463,F2
9.15,31.55,1.34,1.02,K4V
7.84,6.24,0.8,0.089,A0
6.21,5.66,0.74,0.131,B7V
7.69,6.56,0.7,0.257,A8
8.92,6.9,1.15,0.38,F2
6.88,9.12,0.87,0.442,F3IV
5.57,7.76,0.71,0.171,A5III
6.01,8.72,0.93,1.02,G5
8.94,10.84,1.16,1.034,K1III
8.79,14.48,0.83,0.67,G3V
6.79,10.03,0.8,1.065,K1III
7.67,5.3,0.97,0.105,A0V
8.35,11.75,0.81,0.9,G
7.28,6.1,1.0,0.099,A1IV
5.76,16.04,0.56,0.205,A5V
9.7,18.14,1.5,0.8,K0
9.03,6.26,1.25,0.468,F2
7.22,9.49,0.73,0.185,A1
5.68,10.63,0.48,0.932,G8III
5.09,17.07,0.69,0.022,A1V
8.87,5.88,1.17,0.294,A3
7.52,6.63,0.6,0.145,A3
7.78,6.05,1.12,0.44,F5
6.14,9.67,1.07,0.095,A2V
7.99,4.07,0.76,0.015,B8
6.77,13.92,0.97,0.732,G5
6.12,29.33,0.55,0.489,F7V
9.44,7.38,1.3,0.55,F5
7.28,5.22,0.86,1.355,K0
6.37,3.81,0.62,1.772,M2III
5.14,7.82,0.89,-0.041,A0V
8.88,15.13,1.27,0.689,G8III
8.29,21.61,1.48,0.739,G5
8.83,4.29,0.8,1.043,K2III
9.6,7.92,1.56,0.529,G0V
8.14,4.19,0.69,0.403,F0II
4.36,9.23,0.83,1.367,K3III
8.25,10.2,0.95,0.427,F3V
5.98,8.81,0.56,0.116,A2V
4.74,8.57,0.73,-0.092,B9V
9.54,22.19,1.74,0.91,K0
9.52,4.98,0.96,0.531,F3
7.45,23.76,1.07,0.666,G5V
7.81,11.72,0.92,0.377,F2
6.86,6.15,1.0,1.315,K0
8.49,11.7,0.9,0.556,G0
6.92,13.03,0.84,0.387,F2
5.93,6.31,0.96,0.953,G8III
8.67,11.14,1.5,0.636,F8
9.34,8.31,1.37,0.576,G0
7.03,5.3,0.97,0.95,G5
7.39,5.75,0.94,1.156,K0III
7.71,25.11,0.72,0.591,G0V
5.81,3.83,0.51,-0.055,B8V
4.14,9.05,1.13,1.112,K0II
6.79,21.25,0.58,0.534,F7V
8.12,10.83,1.11,0.58,F8
10.19,10.48,1.61,0.547,F8
7.87,10.82,1.17,0.15,A0
7.94,5.9,1.17,1.217,K0
8.59,6.5,1.2,0.2,A2III
7.44,10.49,1.09,0.04,B9
6.64,6.16,0.8,0.119,A0
8.83,11.69,0.89,0.656,G5V
8.1,12.74,0.65,0.491,F6V
7.37,6.74,0.85,0.247,A
7.31,8.43,0.92,0.377,F5
8.77,11.11,1.4,0.504,F8
7.71,4.65,0.88,0.136,A0V
8.01,5.74,0.98,1.062,K0
8.61,6.78,1.09,0.205,A6V
8.08,20.04,1.18,0.68,G5
9.91,17.58,1.53,0.667,G0
8.12,7.62,1.15,0.252,A3
7.12,3.11,0.58,1.53,M0III
7.41,5.34,0.55,0.188,A6V
7.23,4.34,0.77,0.99,K0III
7.61,6.85,1.05,0.483,F6V
8.88,8.44,1.45,0.391,F2
6.29,6.97,0.79,0.067,A0V
6.5,7.48,0.78,0.243,A5
6.77,4.55,0.87,-0.027,B8
8.15,6.21,0.79,0.149,A0
7.62,6.11,0.85,0.04,A0V
7.17,4.93,0.81,1.007,G5
7.32,4.43,0.71,1.219,K0
8.99,12.91,0.76,0.592,G2V
8.07,9.52,1.08,0.476,F5
8.35,14.48,0.66,0.505,F7V
7.82,7.45,1.22,0.2,A0
7.98,9.38,1.12,0.389,F2
6.38,13.55,0.79,0.12,A3IV
6.62,4.9,0.82,-0.025,B8V
8.91,7.11,1.28,0.866,G8V
8.45,9.89,0.85,0.47,F5V
9.21,7.11,1.42,0.393,F1V
7.78,19.68,0.68,0.717,G3
9.29,7.37,1.31,0.427,F0
7.54,6.27,1.06,0.125,A0
8.56,18.58,1.09,0.7,G5
7.88,5.13,0.73,1.037,K0III
8.6,8.08,1.25,0.512,F8
5.47,5.57,0.71,-0.101,B8III
7.27,4.7,0.93,0.123,B9
7.88,5.84,1.14,0.261,A0
8.3,13.59,1.06,0.418,F2
7.92,3.11,0.62,1.619,M2III
9.61,8.36,1.48,0.682,G0
5.62,9.18,0.55,0.894,G3II
8.83,8.53,1.0,0.849,G8V
8.05,15.48,1.09,0.585,F8
8.18,18.9,1.1,0.622,G0
5.3,27.46,0.7,0.398,F4III
7.03,6.06,0.78,0.116,A4V
8.52,7.84,0.97,0.429,F3V
8.51,10.21,1.16,0.531,G0
5.67,10.63,0.54,1.101,K3III
5.76,9.18,0.87,-0.072,B9IV
8.87,7.06,1.12,0.4,F5
7.82,5.68,1.11,1.23,K0
7.29,20.45,0.96,0.503,F8
8.69,6.89,1.17,1.087,K0
9.47,8.8,0.97,0.609,G2
7.3,6.88,0.6,1.051,K0III
7.56,13.73,1.31,0.506,F8IV
7.51,4.84,0.58,0.375,A
8.88,22.78,1.26,0.844,G5
7.33,5.62,1.06,0.965,G5
6.42,7.6,0.55,1.037,K0III
8.52,10.98,1.89,0.2,G0
8.87,8.44,0.88,0.445,F5V
3.72,310.75,0.85,0.881,K2V
7.03,18.16,1.06,0.503,F5
8.62,7.06,0.91,0.431,F3IV
7.48,20.44,0.59,0.521,F6V
10.1,8.26,1.63,0.701,G0
8.56,3.89,0.71,0.152,A3V
8.72,18.52,0.89,0.672,G5III
9.0,8.11,1.19,0.498,F8V
8.43,12.01,0.84,0.818,K2III
11.88,17.2,3.36,1.378,M0V
8.07,5.57,1.1,0.081,A0
7.34,4.76,0.89,0.407,F2
7.42,5.81,0.95,1.073,G5
7.63,11.05,1.02,0.423,F2
11.17,29.74,2.99,1.371,K7V
8.15,29.61,1.4,0.8,K2
8.42,6.82,0.74,0.216,A5V
6.6,10.64,0.73,0.327,F0
6.9,9.05,1.2,1.06,G5
8.21,5.01,0.96,0.149,A0
8.65,10.99,1.09,0.812,G5
7.18,4.45,0.7,0.118,A2
8.08,31.12,1.11,0.871,K1IV
9.24,7.06,1.3,0.403,F2V
7.91,6.3,0.91,0.16,A0
7.41,10.17,0.54,0.358,F0IV
9.16,8.67,1.63,0.659,G1
5.79,18.29,0.81,0.139,A5
9.25,4.06,0.81,0.306,F0V
9.54,15.44,1.05,0.733,G5
7.59,7.06,0.99,0.378,A5
5.98,14.71,0.78,0.114,A3V
7.95,6.08,1.05,0.314,F0
6.37,13.91,0.88,0.523,F7V
8.04,5.98,1.13,1.244,K2
7.05,20.06,0.85,0.455,F5V
4.26,11.02,0.75,-0.106,B9V
8.81,12.28,1.18,0.592,G0
7.99,7.17,1.1,1.062,K0
7.57,5.3,0.6,0.951,G8III
8.24,5.58,1.05,1.619,K0
7.16,4.53,0.75,1.075,K0III
6.2,23.54,0.76,0.482,F5V
7.74,10.27,0.67,0.401,F2V
9.54,8.11,1.47,0.51,F5
6.14,23.57,0.94,0.891,K1IV
7.61,4.89,0.69,0.995,K0III
10.3,20.82,1.48,1.2,K8
8.07,12.59,0.69,0.539,F7V
7.51,5.86,1.07,1.133,G5
7.92,6.59,1.06,0.927,G8IV
6.74,9.13,0.51,0.163,A3V
10.95,13.89,2.37,1.15,K7
7.04,15.55,0.66,0.384,F3V
7.98,6.83,0.61,0.355,F0III
8.79,7.34,1.42,0.615,F8
9.02,5.89,0.89,0.563,G0V
9.24,7.98,1.52,0.71,G5
6.25,6.29,0.8,0.019,A2V
7.68,15.7,0.91,0.524,F7V
6.97,8.54,0.54,0.166,A4V
6.84,9.78,0.58,0.436,F3
9.58,9.24,1.6,0.681,G0
10.24,9.28,1.34,0.58,G8V
7.91,13.86,1.04,0.414,F0
9.43,24.56,0.93,0.9,K2V
9.06,6.08,0.88,0.5,F5V
7.83,9.99,0.76,0.4,F3V
6.49,7.43,0.79,0.642,G0
6.48,5.44,0.81,0.985,K0III
7.52,6.07,0.99,0.205,A2
8.4,7.74,1.06,0.336,A2
9.76,9.78,1.08,0.617,G3
10.87,23.28,2.28,1.225,M0
8.57,74.86,0.83,1.31,K7V
6.43,17.86,1.2,0.433,F5V
6.66,14.75,1.87,0.429,F2IV
7.99,6.67,1.11,0.561,G0
7.42,5.14,0.96,0.983,K0III
7.01,16.58,0.96,0.337,F0
7.42,4.81,0.59,1.0,K0III
7.48,16.71,0.95,0.515,F5
6.56,5.3,0.62,0.024,A0V
8.5,4.42,0.83,0.27,A9V
8.54,19.81,1.1,0.789,G5
9.53,7.17,1.19,0.456,F5
7.85,6.91,0.67,0.881,G8III
9.18,9.99,1.21,0.511,F8
8.29,7.61,1.42,0.575,F8
8.43,26.73,2.25,0.984,G5
9.87,11.04,1.76,0.58,G0
6.86,11.92,1.33,0.407,F0
10.49,17.14,2.0,0.93,K2
8.1,11.12,0.73,0.471,F3V
8.73,13.98,1.19,0.643,G0
9.35,10.19,0.91,0.615,G2V
8.64,14.46,1.0,0.669,G5
7.02,4.62,0.6,0.158,A2IV
5.56,8.6,0.77,0.915,G7III
9.46,5.88,0.92,0.671,G3IV
6.89,4.56,0.76,-0.022,B8V
8.85,21.35,1.34,0.784,K0V
7.65,9.26,0.61,0.393,F0V
7.65,22.25,1.14,0.58,G0
7.32,5.41,0.88,1.096,G6III
7.39,8.43,0.92,1.092,K1III
8.99,13.41,1.41,0.625,G2V
8.32,13.07,2.47,0.68,G5
8.6,16.93,0.89,0.689,G5V
7.62,9.1,1.45,0.177,A0
7.62,4.66,0.63,1.115,K0III
8.43,12.75,1.01,0.548,F8
7.86,8.44,0.99,0.656,G3V
7.98,4.15,0.79,1.078,K1III
9.4,6.94,1.35,0.36,F0
5.24,6.89,0.82,-0.117,B8
8.16,14.04,1.2,0.461,F8
7.47,10.69,1.0,0.502,F5
7.34,6.25,0.88,0.084,A1V
6.84,6.38,0.53,1.015,K0
9.47,7.97,1.59,0.685,G6
8.2,16.83,0.9,0.542,F8
8.62,15.66,1.32,0.669,G0
7.66,4.53,0.67,0.918,G8III
4.32,4.66,0.73,-0.058,B5V
6.29,4.1,0.49,1.15,K2III
9.67,7.92,1.41,0.694,G2
6.53,14.98,1.23,0.271,A5
8.24,4.71,0.91,1.007,K0
9.44,7.1,1.16,0.587,G2
5.82,34.52,0.87,0.885,G5IV
8.07,11.79,1.14,0.839,G8IV
6.93,18.69,0.7,0.477,F3V
4.29,72.89,0.78,0.575,F9V
7.62,24.0,0.66,0.592,G2V
9.39,12.02,1.22,0.691,G5V
6.72,7.46,0.96,0.123,A2
8.86,20.38,1.49,0.73,G8V
9.62,7.88,1.06,0.686,G5V
7.24,7.02,0.69,0.087,A2V
4.57,14.88,0.55,1.023,K0III
9.35,11.95,1.56,0.737,G8III
7.79,5.75,1.1,1.036,G5
8.51,6.31,1.11,0.24,A0
9.73,9.5,1.49,0.539,F5
8.1,5.79,0.91,0.543,F8
7.3,7.26,0.8,0.076,A1V
7.28,26.78,0.95,0.704,G2V
9.73,11.48,0.85,0.699,G5V
9.52,7.22,0.91,0.461,F5V
9.1,9.55,1.21,0.609,G1V
9.29,17.19,1.24,0.824,K0
8.24,14.67,1.3,0.534,G0
8.37,6.96,0.92,0.433,F3IV
7.81,6.37,0.95,1.04,K0
8.73,11.73,1.33,0.518,F8
8.73,9.53,0.98,1.085,K2III
6.96,18.32,0.91,0.46,F5
8.53,7.4,0.82,0.428,F3V
8.64,5.4,0.69,0.435,F3V
8.49,6.82,1.06,0.485,F5
9.35,25.23,1.58,0.917,G5
6.89,16.0,0.53,0.328,F0III
7.05,7.9,0.93,0.955,G8III
6.4,13.52,1.02,0.167,A5IV
7.18,7.03,0.84,0.986,G5
8.92,10.08,1.27,0.53,G0
8.45,9.16,1.12,0.483,F5V
7.78,15.37,0.94,0.574,F8
9.39,12.82,1.41,0.686,G3V
9.63,23.01,2.42,0.965,K2V
6.41,3.93,0.75,-0.064,B8V
8.35,14.01,0.68,0.51,F5V
9.85,6.21,1.14,0.656,G2
8.4,6.61,0.93,0.372,F0V
9.61,10.57,1.03,0.539,G0V
9.29,9.49,1.36,0.589,G0V
9.99,16.41,1.36,0.755,K0
6.96,14.03,0.51,0.404,F3V
7.72,8.17,1.02,0.384,A
7.18,4.05,0.79,-0.03,B9
9.08,8.01,1.16,0.556,F7V
7.51,6.02,0.62,0.299,F0IV
8.5,15.03,1.14,0.559,F8
7.22,6.88,0.99,0.202,A0
9.0,7.86,1.36,0.53,G0
6.29,5.85,0.69,-0.099,B9
8.66,3.83,0.72,0.482,F5IV
7.81,8.64,1.12,0.984,G5
7.56,6.98,1.01,0.112,A0
8.58,8.01,0.93,0.456,F3
8.15,7.33,0.9,1.075,K1III
8.02,12.68,0.71,0.529,F7V
7.35,6.85,1.18,1.164,G5
5.86,8.35,0.74,0.98,G5III
8.93,13.11,1.45,0.575,F8
8.61,6.13,0.73,0.494,F5V
9.57,10.52,1.37,0.61,G5V
8.22,8.21,1.24,0.428,F0
7.49,3.91,0.74,1.03,G8III
9.61,13.43,1.16,0.664,G5
7.68,6.48,0.59,1.192,K2III
6.71,7.88,1.0,-0.001,A0
7.04,3.86,0.7,1.28,K2III
7.84,5.27,1.05,0.148,A2
6.01,7.81,0.74,-0.027,A0V
9.68,9.1,1.61,0.727,G0
8.98,20.24,1.26,0.81,K2
7.34,14.44,0.88,0.337,F0
6.73,23.61,1.86,0.614,G0
8.66,20.54,1.15,0.706,G0
6.5,6.6,0.95,0.151,A
5.97,28.44,0.77,0.921,K1V
9.65,17.17,1.71,0.859,G8
9.07,16.71,1.34,0.7,G
7.79,10.14,1.05,0.532,F7V
7.11,6.87,1.08,0.039,A0
9.45,7.19,1.41,0.407,F0
7.6,5.45,0.75,0.089,A0
7.76,5.66,0.98,0.194,A3
7.27,7.78,0.98,0.068,A0
9.32,8.58,1.53,0.62,G3V
8.27,16.58,0.82,0.53,F8V
6.67,14.68,0.93,0.92,G5
8.78,7.04,1.14,0.382,F2
8.58,11.22,0.76,0.69,G2V
6.25,7.6,0.63,0.973,G9III
6.19,8.68,0.88,1.031,G5
6.18,8.09,0.99,1.0,K0III
8.79,7.38,1.24,0.529,F8
9.3,6.2,1.22,0.823,K0
9.58,8.38,1.61,0.52,F7V
7.78,5.98,0.99,0.888,G8IV
6.9,4.73,0.84,1.4,K2III
8.24,27.18,1.4,0.81,G5
9.76,10.66,1.56,0.654,G0
8.41,6.91,0.89,0.32,A9V
6.86,7.12,0.9,0.924,K0III
8.22,16.72,1.18,0.556,G0
9.58,12.59,1.83,0.497,F5
6.22,9.73,0.82,1.041,G5
9.94,9.97,1.82,0.608,G
9.0,7.18,0.83,0.367,F0IV
7.12,28.9,0.56,0.583,F8
6.53,8.57,0.82,0.078,A2
6.55,6.42,0.98,0.141,A3V
6.96,9.1,0.85,0.13,A2
9.03,20.03,2.14,1.09,K5
5.55,8.14,0.85,0.931,G6III
9.09,7.32,1.38,0.657,G0
7.01,8.84,1.02,1.074,G5
6.94,16.17,0.84,0.552,F8
8.5,4.04,0.78,0.481,F5V
9.24,4.37,0.73,0.124,A2V
6.81,22.93,0.73,0.478,F5
7.38,11.02,0.78,0.505,F8
6.12,7.74,0.72,0.994,G5
7.84,5.93,0.62,0.253,A4
7.84,10.72,0.85,0.555,F8V
9.61,7.69,1.51,0.541,F5
8.21,23.92,1.18,0.818,G5
6.82,21.88,1.81,0.543,F5
6.92,9.19,0.89,0.455,F5
6.35,5.06,0.84,0.881,G8
6.91,5.25,0.9,1.125,K0III
9.12,8.26,1.25,0.453,F2V
7.45,9.52,0.86,0.309,A2
8.72,9.25,1.27,0.519,F5V
7.16,11.88,0.93,0.311,A5
6.68,41.07,0.86,0.554,F9V
8.61,6.66,0.71,0.45,F0IV
9.59,39.84,1.11,1.267,K7
8.24,10.81,0.7,0.436,F3V
8.24,8.33,1.2,0.488,F8
9.58,26.25,4.28,1.025,K2V
5.53,4.41,0.75,-0.145,B9III
6.82,6.73,0.86,1.125,K2III
7.92,12.54,0.7,0.627,G1V
7.4,8.72,1.41,0.912,G5
9.19,13.23,1.59,0.737,G5
8.63,11.98,1.15,0.538,F6V
8.76,10.19,0.89,0.43,F2
8.42,9.09,1.37,0.292,F0
6.11,6.24,0.93,0.097,A2IV
6.96,22.28,0.91,0.954,G5
8.65,20.29,0.82,0.692,G6V
7.14,6.84,0.85,1.098,K2III
8.78,31.46,1.37,0.845,K0
8.15,6.7,1.27,0.423,F2
7.59,13.15,1.11,0.403,F3
7.93,5.04,1.0,0.399,F0
8.18,10.06,1.03,0.386,F0V
8.1,11.35,0.63,0.413,F0
7.17,12.27,0.81,0.405,F2
7.43,5.22,0.67,0.19,A7V
8.29,13.15,1.08,0.501,F8
9.61,39.87,2.01,1.36,M
8.4,5.89,0.82,0.305,F0IV
6.84,11.54,0.8,0.325,F0
9.46,21.5,2.04,1.1,K0
6.49,10.88,0.9,0.377,F2III
9.23,7.51,0.95,0.452,F5V
7.93,20.37,2.27,0.665,F8
8.86,8.36,1.18,0.39,F0
9.12,7.36,1.11,0.467,F3V
6.88,5.63,0.89,-0.004,B9
9.69,9.6,1.42,0.596,G5V
6.58,7.74,0.79,0.092,A3IV
9.17,9.21,1.45,0.437,F5
7.65,9.7,0.72,0.212,A4V
8.56,5.96,1.17,1.199,K5
8.2,10.91,1.15,0.634,G0
9.16,13.34,1.26,0.739,G8IV
8.1,15.26,1.18,0.526,F8
9.21,10.51,1.3,0.635,G0
7.78,4.68,0.58,0.295,A5V
7.25,6.29,1.01,1.228,G5
10.25,8.24,1.05,0.438,F8
7.29,6.14,0.84,1.063,G8
11.34,26.84,2.06,1.427,M0
9.32,8.81,0.91,0.574,F8V
8.07,17.4,1.01,0.657,G0
7.78,5.87,1.02,0.053,A0
9.03,26.52,0.85,1.089,K3V
6.96,9.02,0.6,0.184,A4V
9.34,9.06,1.32,0.574,G2
7.54,10.37,0.88,0.469,K0III
9.73,25.57,1.0,1.013,K4V
8.25,33.92,1.19,0.751,G0
8.43,13.3,0.71,0.788,G5IV
7.6,5.37,0.97,1.149,G5
8.89,12.58,0.7,0.698,G2V
7.84,7.51,0.83,0.16,A2
6.77,24.61,0.77,0.506,F6V
7.99,4.01,0.67,1.173,K1III
8.32,6.32,1.24,0.984,K0IV
7.67,5.11,0.67,0.406,F3II
7.7,10.92,1.47,0.498,F5V
8.29,4.0,0.73,0.432,F3V
6.5,25.39,0.55,0.522,F8V
7.63,4.36,0.69,0.958,G8III
4.99,4.45,0.62,-0.159,B5III
7.4,18.79,1.05,0.428,F2
8.3,6.29,1.14,0.192,A0
5.68,7.97,1.02,-0.016,B9V
8.81,12.71,1.2,0.596,G3V
7.35,4.17,0.65,0.929,K0
6.77,13.71,1.1,0.486,F8
8.42,8.53,1.2,0.329,A2
9.11,18.19,1.54,0.74,K
9.09,6.18,0.87,0.648,G3IV
6.4,6.78,0.68,-0.005,B9V
7.36,3.84,0.58,1.397,K3III
7.88,6.99,0.78,0.118,A0
7.72,6.43,1.1,1.165,G8III
7.07,38.75,0.99,0.659,G0
7.05,7.07,1.11,0.273,A2
9.16,17.38,1.43,0.783,G8V
7.91,8.02,1.07,0.624,F8
7.95,14.18,1.07,0.578,F9V
8.51,9.44,0.77,0.533,G0V
7.56,5.64,0.99,0.221,A
9.2,38.56,1.42,1.128,K5V
7.74,8.62,1.47,-0.2,A2
4.59,18.34,0.56,1.191,K2III
8.48,8.68,1.37,0.442,F5
9.11,9.27,1.22,0.471,F5V
8.14,8.83,1.01,0.896,K0III
3.01,6.18,0.85,-0.125,B5III
9.06,8.28,1.25,0.436,F0
6.97,27.27,0.64,0.511,G1V
10.87,32.95,2.36,1.339,K5
8.46,7.53,1.12,0.971,K1IV
7.67,7.53,0.78,0.315,F
7.97,10.05,0.91,0.379,F0
7.45,5.71,0.59,0.247,A6V
8.61,5.27,0.96,0.458,F8
3.52,110.58,0.88,0.915,K0IV
9.45,9.01,0.93,0.544,F8V
7.14,6.91,0.92,1.086,K0
